theta,empirical_margin_delta_r,count_within_empirical_margin,pct_within_empirical_margin,count_within_fixed_0.02_margin,pct_within_fixed_0.02_margin
0.7,0.9580467035076302,124749,99.99919839679359,565,0.45290581162324656
0.75,0.9580467035076302,124749,99.99919839679359,1541,1.2352705410821643
0.8,0.9580467035076302,124749,99.99919839679359,2803,2.2468937875751505
0.85,0.9580467035076302,124749,99.99919839679359,5068,4.0625250501002
0.9,0.9580467035076302,124749,99.99919839679359,21994,17.63046092184369
0.95,0.9580467035076302,124746,99.99679358717435,62320,49.95591182364729
