metric,mean_delta_r,mean_abs_delta_r,std_delta_r,pct_5th,pct_25th,pct_50th_median,pct_75th,pct_90th,pct_95th_EMPIRICAL_MAX_DELTA_R,pct_99th,frac_gt_0.01,frac_gt_0.02,frac_gt_0.035,frac_gt_0.05,frac_gt_0.10
delta_r,0.636248455834579,0.6654252132323307,0.34615342084174977,0.10515121538977046,0.4481860511841288,0.7796924818710154,0.8971015483524962,0.9397500724746528,0.9580467035076302,1.0695533404232485,0.9953254982885075,0.9906796572631518,0.9837302838363283,0.9770708891163011,0.9525969110524035
