dataset,total_baseline_edges,flipped_lost_edges,flipped_gained_edges,total_flipped_edges,preserved_edges,mean_ebc_flipped,std_ebc_flipped,mean_ebc_preserved,std_ebc_preserved,ebc_enrichment_ratio,mann_whitney_u,p_value,rank_biserial_r
GSE73002,116530,1382,1326,2708,115148,1.6600261084992022e-05,0.00010602821294327496,8.338979016689892e-06,2.7536447816046085e-05,1.9906824397909275,103234292.5,1.6918339146115777e-81,0.2974467402852137
